,0
Calm_Direct_FinalMax,-0.0812817033314518
Calm_Avert_FinalMax,-0.08047170990665102
Angry_Direct_FinalMax,-0.06914265993964037
Angry_Avert_FinalMax,-0.0829941730331923
Fix_a_d_BG,0.29956698715639857
Fix_a_d_EY,-0.25999903747767755
Fix_a_d_MO,-0.04667091228243217
Fix_a_a_BG,0.3275388092228021
Fix_a_a_EY,-0.24351383819384745
Fix_a_a_MO,0.06167804416052094
Fix_c_d_BG,0.28005303939544396
Fix_c_d_EY,-0.14672182226649919
Fix_c_d_MO,0.035457826588307845
Fix_c_a_BG,0.3371038318737638
Fix_c_a_EY,-0.15156189335121178
Fix_c_a_MO,-0.018449754074591106
Dwell_a_d_BG,0.32490760296020854
Dwell_a_d_EY,-0.33909490087328953
Dwell_a_d_MO,-0.0037266375575933457
Dwell_a_a_BG,0.3420613585797011
Dwell_a_a_EY,-0.27560511939597837
Dwell_a_a_MO,0.097880883228955
Dwell_c_d_BG,0.28156306062772335
Dwell_c_d_EY,-0.16603406268299598
Dwell_c_d_MO,0.06859569322214806
Dwell_c_a_BG,0.3453964569759671
Dwell_c_a_EY,-0.2067834909767917
Dwell_c_a_MO,-0.0382199771172075
pctFirstFixa_aEY,-0.19663293106207597
pctFirstFixa_aMO,0.1957708883066969
pctFirstFixa_aBG,0.21303512717177953
pctFirstFixc_aEY,-0.16785515110649263
pctFirstFixc_aMO,0.022015629404648154
pctFirstFixc_aBG,0.3921685802095634
pctFirstFixa_dEY,-0.22529935940748522
pctFirstFixa_dMO,-0.0111983725927637
pctFirstFixa_dBG,0.31756707036280674
pctFirstFixc_dEY,-0.20472340982516188
pctFirstFixc_dMO,0.05745011446465047
pctFirstFixc_dBG,0.37419035662585487
meanRT-a_a,-0.0916173186854503
meanRT-c_a,-0.06924107503613475
meanRT-a_d,-0.06908456749873947
meanRT-c_d,-0.059502836854476944
msTotal.a_a,-0.027510530492770403
msTotal.a_c,-0.17210819929979707
msTotal.d_a,-0.12227329187791601
msTotal.d_c,-0.01613927180354334
pctOffscreen.a_a,-0.2530523523973983
pctOffscreen.a_c,-0.21331598580836567
pctOffscreen.d_a,-0.17880225777447464
pctOffscreen.d_c,-0.20457646833519036
pctOnBackground.a_a,-0.002465237019299461
pctOnBackground.a_c,0.05445230730084347
pctOnBackground.d_a,0.06498357531226302
pctOnBackground.d_c,0.04292050350776765
pctSamplesOffscreenL,-0.09753578918298976
pctSamplesOffscreenR,-0.16082528178307037
