Feature,VIF
Calm_Direct_FinalMax,286.64877962739286
Angry_Direct_FinalMax,285.30031842803504
Dwell_a_d_BG,74.21145886940957
Dwell_a_d_EY,48.760053199718485
Dwell_a_a_BG,27.073799744993135
Dwell_a_a_EY,40.36058923040352
Dwell_c_d_BG,26.677322429404043
Dwell_c_a_BG,35.84789827294413
pctFirstFixa_aEY,11.825694355815399
pctFirstFixc_aBG,13.191731382736018
pctFirstFixa_dEY,22.559236342685825
pctFirstFixa_dBG,21.062897771151626
pctFirstFixc_dEY,10.654007517249148
pctFirstFixc_dBG,17.20031094541953
