,Calm_Direct_FinalMax,Calm_Avert_FinalMax,Angry_Direct_FinalMax,Angry_Avert_FinalMax,Fix_a_d_BG,Fix_a_d_EY,Fix_a_d_MO,Fix_a_a_BG,Fix_a_a_EY,Fix_a_a_MO,Fix_c_d_BG,Fix_c_d_EY,Fix_c_d_MO,Fix_c_a_BG,Fix_c_a_EY,Fix_c_a_MO,Dwell_a_d_BG,Dwell_a_d_EY,Dwell_a_d_MO,Dwell_a_a_BG,Dwell_a_a_EY,Dwell_a_a_MO,Dwell_c_d_BG,Dwell_c_d_EY,Dwell_c_d_MO,Dwell_c_a_BG,Dwell_c_a_EY,Dwell_c_a_MO,pctFirstFixa_aEY,pctFirstFixa_aMO,pctFirstFixa_aBG,pctFirstFixc_aEY,pctFirstFixc_aMO,pctFirstFixc_aBG,pctFirstFixa_dEY,pctFirstFixa_dMO,pctFirstFixa_dBG,pctFirstFixc_dEY,pctFirstFixc_dMO,pctFirstFixc_dBG,meanRT-a_a,meanRT-c_a,meanRT-a_d,meanRT-c_d,msTotal.a_a,msTotal.a_c,msTotal.d_a,msTotal.d_c,pctOffscreen.a_a,pctOffscreen.a_c,pctOffscreen.d_a,pctOffscreen.d_c,pctOnBackground.a_a,pctOnBackground.a_c,pctOnBackground.d_a,pctOnBackground.d_c,pctSamplesOffscreenL,pctSamplesOffscreenR
pctFirstFixc_aMO,-0.18185357401192281,-0.13514728517481633,-0.13283752570132298,-0.13640407858439227,-0.17537108268652454,0.02734924964083922,0.7275050542552228,-0.13467517890235692,0.031685670776300634,0.7211468602845633,-0.23231146942602038,-0.08242313725589717,0.7007070526026976,-0.2085004297138573,-0.06887391810722177,0.8906635740773626,-0.15407330530443075,-0.03328572504583755,0.7566301504742814,-0.1700370186482504,-0.054980507763240434,0.7847374073647663,-0.22890508174495847,-0.1951530253132054,0.7352770809705284,-0.22513858434264974,-0.1296787404814691,0.8670303085075781,-0.09101981006739783,0.5839878086792764,-0.12683241196042375,-0.0940985648274975,1.0,-0.22544472140027785,-0.08195792170201056,0.7122501434071455,-0.08050754861573425,-0.1892974270157709,0.6497252133920078,-0.2071969554686096,0.24785646792905913,0.1859555351430525,0.2420078136311419,0.17320984004706483,0.1629120933696832,0.007719158270921702,0.06257588020315481,-0.02049242163852518,-0.10481048524231878,0.055119685252768585,0.00785133728109128,0.01113457877045616,-0.17000941943136297,-0.11670260597969077,-0.13304069755268466,-0.10232244992672282,-0.06266628335492086,-0.002195846946831699
pctFirstFixc_aBG,0.10827085903295078,0.05062124002854988,0.09002459791796166,0.09766530937752414,0.7652761734706999,-0.5291997724957197,-0.2383166017729967,0.7603320928454135,-0.5367474218051262,-0.21227680702932394,0.7673293631783125,-0.44712030870139896,-0.13238701663019617,0.7909856442454135,-0.4866631159946973,-0.21018748450525152,0.7636627986591764,-0.5778680474207268,-0.19971261090696354,0.7359071533427728,-0.5810496049647706,-0.19398120951803371,0.7573183544905729,-0.4802912740181308,-0.13451333649527597,0.8164180421088613,-0.5104206893738977,-0.16546392057417644,-0.4530381067264772,-0.13127783080090447,0.7401243016523125,-0.49067891231370686,-0.22544472140027785,1.0,-0.4924635904890403,-0.20719445754330887,0.7849085431234631,-0.3669570762725367,-0.06256084744905645,0.8201440323443757,-0.09197645827599732,-0.11638731098087676,-0.07382716005003291,-0.05815635436007065,-0.3092048850091924,-0.27791778829282987,-0.022742202688987655,0.10564015307013405,0.12301918755133762,0.06476455656514839,0.08064388986445509,0.0863288027960863,0.5429290441011225,0.5267016165640411,0.5205110702280785,0.5114162155613946,0.15354845013342922,0.11314246197109168
pctFirstFixa_dEY,-0.01605694455974255,-0.010205309976655072,-0.007089811934260514,-0.044754077861309256,-0.4303855285212627,0.8727211357359979,-0.030873273263755795,-0.46476846034607416,0.7959642057013064,-0.0015347331576766787,-0.4217323273297513,0.8397117081546287,-0.08964428959989398,-0.35556558724459736,0.858689130328621,-0.14013311475759416,-0.4850240882905774,0.8087100229935748,-0.14901537423049369,-0.4874665680367599,0.72066462635096,-0.09333253250056622,-0.4653485377364266,0.7644609556736254,-0.1581540310203153,-0.45213710023043674,0.7983892373211793,-0.22350070348746695,0.7987319501537538,-0.14733973037953857,-0.4387469702994904,0.7864597973317758,-0.08195792170201056,-0.4924635904890403,1.0,-0.1586407341800632,-0.5036931766008339,0.7530936058314753,-0.22049589211097137,-0.4822519178721846,0.2932970372902654,0.36311769608975986,0.2824527383564967,0.3209801928457555,0.3156602073336598,0.3647421952483769,0.134384217013144,-0.0038541452498276002,-0.08883571964752165,-0.05513738710237555,-0.030859511655944947,-0.12151881205110981,-0.3808339462923755,-0.34980042232094294,-0.3470695995243899,-0.39589557382567225,-0.10800150792464587,-0.08219954614059345
pctFirstFixa_dMO,-0.09359183490334237,-0.03736322694410711,-0.05810811055145394,-0.06510549554124397,-0.14924208842734651,-0.09176258222151208,0.8209879920183443,-0.14501335187293415,-0.127382921649962,0.6994327381695474,-0.22093069568324544,-0.22975693446047266,0.7824233908909007,-0.20686379917347386,-0.1681020738756027,0.8362927990165645,-0.14773809331432933,-0.1535921112293716,0.8380528850710284,-0.1852381160423428,-0.18494551133110837,0.6611536489338204,-0.22333336244777358,-0.3259570638112155,0.808418723726394,-0.2373111063134126,-0.24367490996209382,0.8015845707977051,-0.1737038510464559,0.6819968272279001,-0.07418268634754634,-0.15414469374096534,0.7122501434071455,-0.20719445754330887,-0.1586407341800632,1.0,-0.021972325697373684,-0.2909061531909295,0.7530729925414053,-0.2101851238602855,0.018786021920568722,0.04276588709061221,0.0252268212573473,-0.008872970578394415,0.11915090508417761,-0.11087690151249659,-0.09409664647497087,-0.20185645918427886,0.0858497736656032,0.1131495146029676,0.0472713582684008,0.1087795725545515,-0.07074377433122706,-0.05739710439834814,-0.084401779837651,-0.039850933137291024,0.03749215194713258,0.06184494964346667
pctFirstFixa_dBG,0.11520353738870351,0.08088031886296038,0.07907187199705652,0.11110097349933455,0.8813709091268176,-0.44471706746998074,-0.08412697068202744,0.8259460554436334,-0.44827025048744146,-0.1136060729394042,0.7791812310895205,-0.4387296665725005,0.005740549663950711,0.7377777303422768,-0.4437774009998145,-0.04965354169926434,0.8782316924424668,-0.5127530054524693,-0.04945159353155982,0.8055016062827989,-0.5128306027999572,-0.11030476416758364,0.8048194493142837,-0.4927379577762835,0.02224071700194745,0.8034763430823544,-0.48384141264525354,-0.0077196436881949385,-0.4567489488549513,-0.03725810558526991,0.7804626589379304,-0.4367540442586925,-0.08050754861573425,0.7849085431234631,-0.5036931766008339,-0.021972325697373684,1.0,-0.4257401409233753,0.07771374123250657,0.8349299456160642,-0.058425133130825084,-0.07132167008371576,-0.020912051369657705,-0.05446150494990705,-0.33912382741465086,-0.26124235219627856,-0.07308502990314003,0.05951148199933987,0.05120071504512146,0.03177334173524054,-0.035823888549523696,0.05462528115429097,0.5465073474731948,0.540211980674097,0.5142348490008032,0.5170995568571314,0.0656713368780872,0.050692957830295114
pctFirstFixc_dEY,-0.007198847346703213,-0.006603459232731091,-0.016242627847662214,-0.020723418653197375,-0.37350546975012794,0.65828444261181,-0.258985010295454,-0.38614294522316545,0.6242858661683018,-0.18927923567061197,-0.3858007494785833,0.8062624512431662,-0.23469511216334615,-0.32155465179025483,0.7023784816988909,-0.25243044381070395,-0.3986478695673658,0.6063148317024781,-0.28470125593175966,-0.3710683427434991,0.5471205048641459,-0.25279410027132515,-0.3865598355709713,0.7012354326422267,-0.2590176784724231,-0.363821613481985,0.627927578044919,-0.27232167919137884,0.7616312308411142,-0.21825496853693183,-0.32420776348065244,0.7388925043810483,-0.1892974270157709,-0.3669570762725367,0.7530936058314753,-0.2909061531909295,-0.4257401409233753,1.0,-0.22211463842863755,-0.45043155672940555,0.07275425763810031,0.12351445993573336,0.04852032613459204,0.11871195696044756,0.3453883983095561,0.25821307009739436,0.039958087893228,-0.05143113817219472,-0.156818968956649,-0.17540992292951638,-0.13713181910457553,-0.23873565365269572,-0.3282612372982296,-0.3277324708010948,-0.3114701578196098,-0.4103486669622706,-0.20505226504115237,-0.18215796456452485
pctFirstFixc_dMO,-0.1531327866663599,-0.11756716501959041,-0.13552071209036412,-0.1344583499819105,-0.07774224649314745,-0.17475331459911891,0.6617100895904515,-0.11945104817773346,-0.17805348646194796,0.6123696558042274,-0.1470398279519251,-0.23930586866598633,0.8244474627712128,-0.14197765842745075,-0.19637531823399523,0.792058492580015,-0.055816283973706145,-0.17576064068683991,0.6914629840684657,-0.11017360983518995,-0.19419806495589537,0.6047201440022977,-0.12694592287871642,-0.2810255424691564,0.8678562720241577,-0.12302003105115057,-0.2254938856773971,0.7532676643325809,-0.18189381507632305,0.7557851898241325,-0.0503233542039669,-0.1561385619294457,0.6497252133920078,-0.06256084744905645,-0.22049589211097137,0.7530729925414053,0.07771374123250657,-0.22211463842863755,1.0,-0.1131626723622219,-0.07693378318805898,-0.08754213038830833,-0.09123768833390176,-0.07896227724212497,0.11494800534590167,-0.07272714899245934,-0.031769692664252544,-0.14004446743782517,-0.10358744403595095,-0.09978434204125788,-0.07517816042514441,0.016118591118854855,-0.11839159500688476,-0.13235000013560852,-0.11726609335133364,-0.05552652829973581,-0.08898722330411718,-0.0722843662610049
pctFirstFixc_dBG,0.20887008741169277,0.15987326755385362,0.17552373512756037,0.20969697312710298,0.8741498660044157,-0.46581187799899393,-0.17882613664737873,0.8470287593783804,-0.4438357029669446,-0.17395874305465642,0.9089871144492141,-0.42126444007851516,-0.13478133915753215,0.8377060953006171,-0.4224818690064469,-0.2057627446428,0.8418870530765963,-0.5617453266861776,-0.1707050728894015,0.8289284646510606,-0.5395033503349956,-0.113644246462977,0.8663724505977058,-0.5061951207445528,-0.16074694610947035,0.854234564746145,-0.49577827660573615,-0.16843565057692314,-0.45945277013927727,-0.09781907757569613,0.6994733737502673,-0.3761599523571151,-0.2071969554686096,0.8201440323443757,-0.4822519178721846,-0.2101851238602855,0.8349299456160642,-0.45043155672940555,-0.1131626723622219,1.0,-0.017868747318690467,-0.061176945374192396,0.018202423558937114,0.00513129547912664,-0.33755162168721164,-0.15679224611318615,-0.05759749414688686,0.11686509190404491,0.14846925344054185,0.14142312969942836,0.09662746838717388,0.15321601226226972,0.5799318950444801,0.5830378113174437,0.5725900530062361,0.5931724029519406,0.1971125059450256,0.17472614805718778
meanRT-a_a,-0.17130901817759972,-0.14317241897714125,-0.1735818055215658,-0.1868271859621463,0.027230769990970627,0.4722219180336148,0.31288472586629995,0.04301237400347267,0.4641365600409969,0.2490273784848012,0.06099328265170978,0.3383995590388973,0.1885626128596031,0.10122415312918472,0.27626134551111087,0.21848335198903993,-0.04210385279689604,0.37164105155372246,0.242384493939054,-0.05552701143870853,0.36890064268947764,0.19116547295305017,-0.03653188572166934,0.2159677863254664,0.17390759113058232,0.015491798386721356,0.27237853271916407,0.08381531383332302,0.1874852244379754,-0.17160805537831297,-0.10460184897047163,0.12664298874794105,0.24785646792905913,-0.09197645827599732,0.2932970372902654,0.018786021920568722,-0.058425133130825084,0.07275425763810031,-0.07693378318805898,-0.017868747318690467,1.0,0.8849723868995262,0.9626449133206625,0.9399559236033609,0.3684685217240723,0.18435541070994274,0.22492971142201557,-0.05778631606031239,0.0054072176045848065,0.04558631471399502,0.03941688322303972,0.12024642065873616,-0.0673486303048879,-0.020201534928661113,-0.019083413275324715,0.014738934391531143,0.11989807596142484,0.15813102762981926
meanRT-c_a,-0.18854884549003506,-0.14858103748294912,-0.17693964892807554,-0.1925110479224646,0.021901395896914665,0.4786659745869971,0.25300294838450704,0.06346676797618706,0.439171396618566,0.181056324387799,0.03859526106422442,0.3501854691368732,0.1347210661510606,0.0855392375685614,0.3614228874336964,0.17472030676494446,-0.038207111439113664,0.4423467137167642,0.1920329147958049,-0.04013046817482954,0.405593750344938,0.1347654002771262,-0.057688053252581604,0.31344881757461995,0.11476171230288826,0.0016694479928068115,0.4131138684331058,0.0597690307260934,0.19451379217061868,-0.15956344337504133,-0.07581674613705244,0.22375117579687606,0.1859555351430525,-0.11638731098087676,0.36311769608975986,0.04276588709061221,-0.07132167008371576,0.12351445993573336,-0.08754213038830833,-0.061176945374192396,0.8849723868995262,1.0,0.9047954494843601,0.9134319831719521,0.2517526897271671,0.20097053536772425,0.18656508363323726,-0.07305512807245218,-0.06817790272284316,-0.06218853013004069,-0.04736562066245459,-0.02189408060243256,-0.11830319274911315,-0.10936610912237164,-0.09421891392258001,-0.09010235735380319,0.03954804047812426,0.07062704613417871
meanRT-a_d,-0.15652639936580992,-0.12787258169884186,-0.15635198169179407,-0.17028252976501915,0.06402081541119488,0.48083297655955254,0.3172283224594838,0.10421858106611198,0.45692005330634683,0.2370083518234769,0.09286244028425318,0.33607572001093855,0.1782973037249703,0.1215358288252162,0.27337268795810926,0.210705467785193,0.008799920218011141,0.37967082608037506,0.23614530418325605,-0.0023631229438663935,0.35864158213983094,0.18160519947914242,-0.002356165944963322,0.21878389608996723,0.155753019645991,0.05067729969445172,0.2844240761624096,0.07590198324078216,0.17823502601712246,-0.15879281673308138,-0.04299887749236957,0.1194463436601109,0.2420078136311419,-0.07382716005003291,0.2824527383564967,0.0252268212573473,-0.020912051369657705,0.04852032613459204,-0.09123768833390176,0.018202423558937114,0.9626449133206625,0.9047954494843601,1.0,0.9427971873391728,0.291203029905828,0.20067653173312605,0.2760043731191412,-0.01927900044124879,0.0091638448398375,0.02648985614391213,0.006513873508213293,0.09381435286366091,-0.033544364180196386,-0.02696005797300135,-0.021948578425243406,0.00788848906446278,0.12375647758521534,0.16019879113600738
meanRT-c_d,-0.15997595481697605,-0.12629374587380052,-0.15807701421213957,-0.16255300241809564,0.059814161909288566,0.4704808288155532,0.2649600415194642,0.11476569054614391,0.4468038510107305,0.20484684621485819,0.10026795699513326,0.390282451615429,0.18358549951537387,0.14647894842218756,0.3035560486759346,0.1679232073398315,0.0006085527019800486,0.37802017796059195,0.16452244800082602,0.0019136669701352502,0.3505485888289047,0.13154053016472841,-0.0010301437771667742,0.26707252518082303,0.13150756684142767,0.06577907563537726,0.29798755695372625,0.02090393162982506,0.17031349724350478,-0.19410996615653295,-0.03963882827766552,0.1632118194671364,0.17320984004706483,-0.05815635436007065,0.3209801928457555,-0.008872970578394415,-0.05446150494990705,0.11871195696044756,-0.07896227724212497,0.00513129547912664,0.9399559236033609,0.9134319831719521,0.9427971873391728,1.0,0.32398445727551867,0.19281039836320743,0.25725861765125296,-0.011184184361857698,-0.002234438657681033,0.005101046852950527,0.02644962809757916,0.07660515594553843,-0.03174554444259415,-0.010612250191921264,0.002793418098209881,0.02457322313523791,0.09160445077195481,0.13995020047530604
