Feature,r_ARI,p_ARI,p_ARI_fdr,significant_ARI,r_SCARED,p_SCARED,p_SCARED_fdr,significant_SCARED
pctFirstFixa_dBG,0.3608368069419476,0.013755362605961507,0.07252827555870613,True,0.32884179192304414,0.025654882444750324,0.17154155873534208,False
pctFirstFixc_dEY,-0.11758432999744586,0.4364194803457543,0.6661139436856249,False,-0.15561281222147763,0.30175399026417016,0.5147568069212315,False
pctFirstFixc_dMO,-0.37269589518749335,0.010747086642049306,0.06695141477317021,True,-0.12145019066654021,0.42138027686255364,0.6605420556223813,False
pctFirstFixc_dBG,0.4633340444005307,0.0011838236204510535,0.015383164512975842,True,0.30452134647519963,0.03962101129642921,0.20707014553962208,False
meanRT-a_a,0.04517732268990228,0.7604401427450143,0.8321797788530344,False,-0.20839897834155355,0.15519109715497947,0.3600433453995524,False
meanRT-c_a,0.03277092282837533,0.8250004576550514,0.8700004826180542,False,-0.23827412228484304,0.10291523951017834,0.33161577175501905,False
meanRT-a_d,0.06917743672189755,0.6403552461192124,0.8238710966851946,False,-0.19730414469267157,0.17888784978801298,0.3796776341507773,False
meanRT-c_d,0.06718379541119522,0.6500399169906164,0.8238710966851946,False,-0.22121177594763206,0.13079094041244488,0.34481247926917286,False
msTotal.a_a,-0.016104271378980396,0.9154035402503106,0.9154035402503106,False,-0.21333269737808877,0.15458535074490642,0.3600433453995524,False
msTotal.a_c,-0.101824583635037,0.500721173483328,0.717004045075116,False,-0.1636194289596601,0.27724748107307084,0.5025110594449409,False
msTotal.d_a,-0.10101733915028174,0.5041402267099908,0.717004045075116,False,-0.06607436885180827,0.6626317873845341,0.8368759251669776,False
msTotal.d_c,-0.038666120001415484,0.7986268813120307,0.857784428075885,False,-0.1273136972310597,0.39913967245618864,0.6430583611794151,False
pctOffscreen.a_a,-0.31662112304900614,0.03204693821500344,0.13276588689072855,False,0.04949625032869242,0.7439238714609613,0.8368759251669776,False
pctOffscreen.a_c,-0.19730605964087516,0.18873500279129274,0.41201789526381416,False,0.04470110869432875,0.7680079961541433,0.8368759251669776,False
pctOffscreen.d_a,-0.18998228416982127,0.20600894763190708,0.41201789526381416,False,-0.042495527914611454,0.7791603441209791,0.8368759251669776,False
pctOffscreen.d_c,-0.2587491996771229,0.08250509301992934,0.26686158589155495,False,0.047389350759027456,0.7544777542792223,0.8368759251669776,False
pctOnBackground.a_a,-0.017780324497194536,0.9066362284860433,0.9154035402503106,False,0.16759881661605025,0.2655689278187453,0.5025110594449409,False
pctOnBackground.a_c,0.05411963740496829,0.7209289098573535,0.8321797788530344,False,0.11197039830693548,0.45878137210553105,0.6978377531693997,False
pctOnBackground.d_a,0.0657486290421117,0.6641962400860659,0.8238710966851946,False,0.06041069263484229,0.690030269899722,0.8368759251669776,False
pctOnBackground.d_c,0.02267769224040722,0.8810850491896812,0.912552372375027,False,0.16537053648230762,0.27206744868798377,0.5025110594449409,False
pctSamplesOffscreenL,-0.17628355113174743,0.24123145290231146,0.45133626672045374,False,0.07397911714191253,0.6251158597191829,0.8368759251669776,False
pctSamplesOffscreenR,-0.19316671230023524,0.19836671989808288,0.41201789526381416,False,0.0580624119091281,0.701508811324251,0.8368759251669776,False
