Feature,VIF
Fix_a_d_BG,66.14130421977984
Fix_a_a_BG,28.885106534769047
Fix_c_d_BG,104.26814366655437
Fix_c_a_BG,42.72043311819491
Dwell_a_d_BG,80.71645028100151
Dwell_a_a_BG,55.11049171070719
Dwell_c_d_BG,76.9537546201279
Dwell_c_a_BG,43.3658502894234
pctFirstFixc_aBG,10.517590390957501
pctFirstFixa_dBG,17.745525865743385
pctFirstFixc_dMO,1.4877524293294944
pctFirstFixc_dBG,26.014450860127763
