Feature_1,Feature_2,r,p_uncorrected,p_fdr,significant
Calm_Direct_FinalMax,Angry_Direct_FinalMax,0.9866013806653109,4.41438075979921e-37,3.443216992643384e-35,True
Calm_Direct_FinalMax,Dwell_a_d_BG,0.03734771292705497,0.8031787827794731,0.9350439560716254,False
Calm_Direct_FinalMax,Dwell_a_d_EY,-0.07518354404154823,0.615481200089376,0.8001255601161887,False
Calm_Direct_FinalMax,Dwell_a_a_BG,0.014198806485247035,0.924532763517658,0.9745075074915855,False
Calm_Direct_FinalMax,Dwell_c_d_BG,0.016273437974010107,0.9135451442366744,0.9745075074915855,False
Calm_Direct_FinalMax,Dwell_c_a_BG,0.034201409095943325,0.8194705941047655,0.9399809755907604,False
Calm_Direct_FinalMax,pctFirstFixa_aEY,-0.026294857225987348,0.8607303770625548,0.9729995566794098,False
Calm_Direct_FinalMax,pctFirstFixc_aBG,0.06339002842709636,0.6720733952256139,0.8480221049894002,False
Calm_Direct_FinalMax,pctFirstFixa_dEY,-0.05443753487111899,0.7162873587469499,0.8868319679724141,False
Calm_Direct_FinalMax,pctFirstFixa_dBG,0.08149346730563173,0.5860603277677785,0.7747916197607919,False
Calm_Direct_FinalMax,pctFirstFixc_dEY,0.0015732762348992999,0.9916260367940117,0.9916260367940117,False
Calm_Direct_FinalMax,pctFirstFixc_dBG,0.13249992850301173,0.3746284940448947,0.512649518166698,False
Angry_Direct_FinalMax,Dwell_a_d_BG,0.005487018182210769,0.9708004291391226,0.9916260367940117,False
Angry_Direct_FinalMax,Dwell_a_d_EY,-0.06298146249707065,0.6740688526838822,0.8480221049894002,False
Angry_Direct_FinalMax,Dwell_a_a_BG,-0.02002566874868101,0.893714527650617,0.9745075074915855,False
Angry_Direct_FinalMax,Dwell_c_d_BG,-0.014717418276577248,0.9217847181572381,0.9745075074915855,False
Angry_Direct_FinalMax,Dwell_c_a_BG,0.003420593773616169,0.981794657464893,0.9916260367940117,False
Angry_Direct_FinalMax,pctFirstFixa_aEY,-0.022408388738871743,0.8811542806750484,0.9745075074915855,False
Angry_Direct_FinalMax,pctFirstFixc_aBG,0.05088824248359726,0.7340838709161142,0.8945506943299187,False
Angry_Direct_FinalMax,pctFirstFixa_dEY,-0.039759479729395815,0.7907457900106594,0.9345177518307792,False
Angry_Direct_FinalMax,pctFirstFixa_dBG,0.04863414696565412,0.745458911941599,0.8945506943299187,False
Angry_Direct_FinalMax,pctFirstFixc_dEY,-0.005493105910252642,0.9707680468479256,0.9916260367940117,False
Angry_Direct_FinalMax,pctFirstFixc_dBG,0.10607559905750927,0.47792654184565364,0.6427287976544998,False
Dwell_a_d_BG,Dwell_a_d_EY,-0.56349817376728,3.7226801028471336e-05,8.540266118296365e-05,True
Dwell_a_d_BG,Dwell_a_a_BG,0.9590086380223656,2.796991839339759e-26,1.0908268173425061e-24,True
Dwell_a_d_BG,Dwell_c_d_BG,0.946658790325588,9.196000384974926e-24,1.7932200750701105e-22,True
Dwell_a_d_BG,Dwell_c_a_BG,0.9458436527595238,1.2825055850220035e-23,2.0007087126343258e-22,True
Dwell_a_d_BG,pctFirstFixa_aEY,-0.5160690370285511,0.00020483935511611363,0.00038969438290382594,True
Dwell_a_d_BG,pctFirstFixc_aBG,0.7594852101081544,6.06352137188207e-10,2.0563246391600065e-09,True
Dwell_a_d_BG,pctFirstFixa_dEY,-0.5179142061456771,0.0001925823575252494,0.0003893921951403318,True
Dwell_a_d_BG,pctFirstFixa_dBG,0.8862789519067331,1.2034103462530516e-16,1.1733250875967254e-15,True
Dwell_a_d_BG,pctFirstFixc_dEY,-0.3944364211217283,0.006078592347845251,0.008945852889281689,True
Dwell_a_d_BG,pctFirstFixc_dBG,0.8450647572833697,8.054632929235827e-14,5.235511404003288e-13,True
Dwell_a_d_EY,Dwell_a_a_BG,-0.5651039003275928,3.497641884936275e-05,8.267153546213014e-05,True
Dwell_a_d_EY,Dwell_c_d_BG,-0.5549648779206737,5.1575385014636235e-05,0.00011493942946118931,True
Dwell_a_d_EY,Dwell_c_a_BG,-0.5169017896950447,0.00019922256594048028,0.0003893921951403318,True
Dwell_a_d_EY,pctFirstFixa_aEY,0.6710655524190217,2.4424046765881293e-07,7.055835732365707e-07,True
Dwell_a_d_EY,pctFirstFixc_aBG,-0.5889692342855792,1.3308152185382454e-05,3.4601195681994374e-05,True
Dwell_a_d_EY,pctFirstFixa_dEY,0.82345652717341,1.1948237854330765e-12,5.482132662575292e-12,True
Dwell_a_d_EY,pctFirstFixa_dBG,-0.5758507221060895,2.284829829169503e-05,5.748926666942621e-05,True
Dwell_a_d_EY,pctFirstFixc_dEY,0.6454905813006225,9.642242220161199e-07,2.686053189902048e-06,True
