Feature,r_SCARED,p_SCARED,p_SCARED_fdr,significant_SCARED,significant_without_fdr_SCARED
Dwell_a_d_EY,-0.251182552067638,0.08855398800625507,0.8166292796725237,False,True
Dwell_a_a_EY,-0.2657728826113799,0.07097914342051638,0.8166292796725237,False,True
