,ARI_6_P,Angry_Avert_FinalMax,Angry_Direct_FinalMax,Calm_Avert_FinalMax,Calm_Direct_FinalMax,Dwell_a_a_BG,Dwell_a_a_EY,Dwell_a_a_MO,Dwell_a_d_BG,Dwell_a_d_EY,Dwell_a_d_MO,Dwell_c_a_BG,Dwell_c_a_EY,Dwell_c_a_MO,Dwell_c_d_BG,Dwell_c_d_EY,Dwell_c_d_MO,Fix_a_a_BG,Fix_a_a_EY,Fix_a_a_MO,Fix_a_d_BG,Fix_a_d_EY,Fix_a_d_MO,Fix_c_a_BG,Fix_c_a_EY,Fix_c_a_MO,Fix_c_d_BG,Fix_c_d_EY,Fix_c_d_MO,SCARED_P,meanRT-a_a,meanRT-a_d,meanRT-c_a,meanRT-c_d,msTotal.a_a,msTotal.a_c,msTotal.d_a,msTotal.d_c,pctFirstFixa_aBG,pctFirstFixa_aEY,pctFirstFixa_aMO,pctFirstFixa_dBG,pctFirstFixa_dEY,pctFirstFixa_dMO,pctFirstFixc_aBG,pctFirstFixc_aEY,pctFirstFixc_aMO,pctFirstFixc_dBG,pctFirstFixc_dEY,pctFirstFixc_dMO,pctOffscreen.a_a,pctOffscreen.a_c,pctOffscreen.d_a,pctOffscreen.d_c,pctOnBackground.a_a,pctOnBackground.a_c,pctOnBackground.d_a,pctOnBackground.d_c,pctSamplesOffscreenL,pctSamplesOffscreenR
Dwell_a_d_MO,0.9572599674523139,0.23799891590026004,0.25817420115531703,0.31826958579397663,0.17947283366217814,0.39181761201532606,0.3904922986740645,4.854465669406901e-15,0.48453999077715953,0.4059130906752702,,0.2578497527258097,0.11870526912310218,2.239224309131552e-13,0.2942360647620321,0.03786320892465923,5.096664141170046e-18,0.5506911473339338,0.7634935237373279,1.486627670352008e-12,0.49255595832712157,0.8008848867691664,6.523384141760487e-27,0.28240358332956605,0.3451170965981832,1.898789926830235e-15,0.31187605261076917,0.2581588418994622,1.4302046982275808e-13,0.39943773757532297,0.1727328801332082,0.2016848543658653,0.33744296050801875,0.39021937506782345,0.17407269891623692,0.9888291132913863,0.8961344208887274,0.26199679444264595,0.6227465035292531,0.39181761201532606,3.0628541747034424e-07,0.793287677484882,0.362684080634444,3.461734897355695e-15,0.26398775411088987,0.46273871172851205,6.540764081212168e-11,0.31826958579397663,0.08320463203894442,1.435081632796775e-08,0.8006207215884475,0.6559143288668096,0.8472004732121613,0.3585017463834268,0.8705642948194793,0.8810103041204354,0.7786717984216541,0.902001932633932,0.6377369948880709,0.5474849232248323
Dwell_c_a_BG,0.036065399172334096,0.7932304397155979,0.8336693005346726,0.8953378735768639,0.7014985788925588,5.669414471355291e-20,3.30915015457986e-05,0.21293188407079025,1.1473806150874619e-26,0.00010772667665645648,0.2578497527258097,,0.0005227063518108039,0.2913145716542743,5.687159939997245e-28,0.0010082638468410653,0.3706352496945933,5.248914325913598e-20,0.00041400841879117865,0.15614992200665112,1.6798820987926747e-22,0.0006185651679720417,0.16755614224152435,5.862433712379702e-22,0.0018456504466877089,0.19613028187667664,1.3277118157420736e-21,0.005983352271506593,0.3449081412387184,0.1667858291572032,0.9387851538980406,0.8155942270507915,0.977366438064778,0.7880843962590288,0.1188897137257591,0.2016848543658653,0.8458017055690872,0.5823339181335085,5.036339032830088e-08,0.003257221550763634,0.2145321060119622,1.4091107297847188e-13,0.0009185675554863929,0.16906372144653767,6.020121355955717e-14,0.0046788354326495595,0.1998700543999263,1.0213703067146503e-16,0.018092941031560658,0.5347712349590127,0.8669835161750639,0.759885595917441,0.591958375366871,0.9036411065109198,2.188833915501388e-06,8.513048386925056e-06,5.14595199647678e-05,4.129752919699341e-05,0.8559801839367023,0.8961344208887274
Dwell_c_a_EY,0.21353043464389804,0.5240841921927901,0.686838166328126,0.7033561967629194,0.6372097288496601,0.0003482326073876324,1.653697832145715e-20,0.30378044485436645,7.516019221096632e-05,1.1804453595951169e-21,0.11870526912310218,0.0005227063518108039,,0.06095241388052805,0.00017154741151756628,1.4640886220413818e-24,0.19818004265596892,0.00014924152815012904,6.831729087846088e-14,0.6805097118966081,0.00040144571033396483,5.233218100235536e-15,0.43113480465300985,0.0012600685366391852,1.1808104711931553e-17,0.21813163269300212,0.0002353330603044319,1.3997285426813082e-12,0.449088041079645,0.03970077540261628,0.10564361824935849,0.10762740335668819,0.006915154872586455,0.06249604218178995,0.03909195203426426,0.1250923627721402,0.494286119503961,0.8420667357756951,0.0004125822850966742,8.784279767063609e-07,0.2845139373488676,0.00014261663838453927,1.2083695870476003e-12,0.09777800247885787,9.548589870345149e-05,2.9388597599106327e-08,0.40557547719837006,7.231683479103932e-05,3.6729359217028476e-07,0.16156045454169893,0.22124884375409481,0.14569400194570487,0.23150022606073578,0.08172159088932131,0.000429231177308791,0.0003227786498087862,0.0005147509676007876,2.8646740297386984e-05,0.25783940275331935,0.22737531249653212
Dwell_c_a_MO,0.8420667357756951,0.7658650610280775,0.6946620019318271,0.7119504944897815,0.48453999077715953,0.4866944955693831,0.25717130226565604,1.6627310095947832e-10,0.5875694060160922,0.2820210523189988,2.239224309131552e-13,0.2913145716542743,0.06095241388052805,,0.3249785357640235,0.03559931139293277,1.1309205565501223e-12,0.6185769780592174,0.33989932907241677,8.596365834816579e-08,0.49383136213408135,0.3879201994373676,3.3131835798412857e-10,0.3244825995539906,0.12085643312705897,7.981791473303194e-24,0.30533163666303925,0.13432893557317505,5.740595671592089e-10,0.3978657735325367,0.7191987613943458,0.7740381039460823,0.8344975026639093,0.9282674520290581,0.3275839891579811,0.9304206974205075,0.9888291132913863,0.7917168343701245,0.8025971362339701,0.2070826635538966,8.384950829299986e-06,0.9323955826438609,0.16463388702532142,4.788352885197345e-13,0.3663447352419651,0.19794119472977112,2.350769046366638e-17,0.33337910391093584,0.10448610499149691,7.777178836961153e-11,0.8811947031441736,0.6078486372432846,0.5175666752151075,0.6157487160579608,0.6036503896908831,0.762588368906856,0.8336693005346726,0.8635961366593122,0.9304206974205075,0.793287677484882
Dwell_c_d_BG,0.11235474092656636,0.7556388802693401,0.8420667357756951,0.8788617078782969,0.7036606551536964,3.8350167949317025e-23,6.944299884031245e-06,0.2970608087640236,6.959108824324593e-26,3.4568270331100893e-05,0.2942360647620321,5.687159939997245e-28,0.00017154741151756628,0.3249785357640235,,0.0002256244162239622,0.3562063764986001,2.9114251604184754e-20,0.00010846121327468959,0.19125513387231644,5.669414471355291e-20,0.00022669200725858823,0.1976037354495494,5.088410191254125e-16,0.0005732474080155169,0.2134613421022864,4.383288496513758e-23,0.001861429853649324,0.31723753816640365,0.04895524776422413,0.8682328911126178,0.9783429956297192,0.7626164308030203,0.9893459494277203,0.050431178512206694,0.30533163666303925,0.9036411065109198,0.5523295508414278,2.9388597599106327e-08,0.001842554884366495,0.31826958579397663,2.554979459221197e-13,0.00047794330987581917,0.19125513387231644,5.605466678510246e-11,0.006835981656280413,0.17927605093363247,2.350769046366638e-17,0.010079019123486035,0.5075660605008042,0.6907326305035532,0.788806919215018,0.7289380928030582,0.9615414176700352,1.3117941214418361e-07,3.6383060158953463e-06,1.2093808131818203e-05,4.31427903647464e-06,0.7740381039460823,0.8519103795970814
Dwell_c_d_EY,0.3904922986740645,0.5865565471538757,0.6612018596094908,0.7162712355257888,0.6261633250521413,0.0006829666174349972,2.9834675965791253e-19,0.18972968465351744,0.00023125755134246735,3.3168983457902596e-20,0.03786320892465923,0.0010082638468410653,1.4640886220413818e-24,0.03559931139293277,0.0002256244162239622,,0.0651225005743454,0.00023646611891100667,8.33179888322284e-12,0.3296726834656413,0.0006631957777114191,5.238251619591932e-13,0.17927605093363247,0.002298090847164353,1.4683089846086059e-13,0.06865558630099891,0.00021249973059769803,3.374929698819441e-15,0.22477275371101502,0.14065932148826668,0.2426666865102723,0.25783940275331935,0.054772603386252575,0.11394907421545548,0.026185722291728695,0.05777760111846045,0.4170889460673841,0.9832297735060274,0.0006908176702560532,2.7210161333791136e-06,0.18399069962587214,0.00022512713364778738,2.1664356976077504e-11,0.026185722291728695,0.0005419956857432024,8.551528318825667e-07,0.25717130226565604,0.00013686292617392872,4.774676547137119e-09,0.07555533445667714,0.20539752596313876,0.30243216795229055,0.4591428982532161,0.1184897836111503,0.001534849013359503,0.0035018755919967184,0.0073760447508161376,0.0001851876187912964,0.3370412245561567,0.3544746178912642
Dwell_c_d_MO,0.789485490605693,0.25107005817398453,0.2718317490944311,0.35991546930068435,0.20692928445388237,0.4533365219505186,0.4018242679347875,1.1902184280440247e-10,0.6208651532932191,0.3913873067079457,5.096664141170046e-18,0.3706352496945933,0.19818004265596892,1.1309205565501223e-12,0.3562063764986001,0.0651225005743454,,0.5889475799588583,0.7441828807758362,4.1908767102015165e-13,0.692293336492823,0.7451333469267869,7.258384894419028e-17,0.432392311245658,0.39595086467976187,7.800757104926843e-17,0.372808246041093,0.34135973020785154,6.7529128848964775e-28,0.3220663135547399,0.3585017463834268,0.442781208842466,0.6229740587846334,0.513370721786632,0.11850065808687835,0.4916142365413084,0.8192239001844952,0.26387428344011904,0.7608881135177694,0.32602935430954416,6.172664036351547e-10,0.9572599674523139,0.345993869934387,1.9445424745161743e-13,0.48164048751185046,0.40370579639003273,4.4527735876273556e-10,0.3544746178912642,0.13031009251513698,1.7563999295819883e-17,0.8492828701683651,0.9054062768888124,0.8351684508787682,0.503858590382491,0.7932304397155979,0.7840066516461481,0.7829751091867044,0.9323955826438609,0.789665185811233,0.6842615243257499
Fix_a_a_BG,0.05527444651545954,0.7556388802693401,0.8696902001893124,0.8772442248973067,0.7369851650831918,9.127691722577991e-25,3.7818710339443918e-06,0.3093435431363004,2.716859576484945e-22,1.2842750394590724e-05,0.5506911473339338,5.248914325913598e-20,0.00014924152815012904,0.6185769780592174,2.9114251604184754e-20,0.00023646611891100667,0.5889475799588583,,0.0006933500254037749,0.2987535640112457,1.1622968313097655e-19,0.001494280493499336,0.45523145009678584,2.5590211528746133e-14,0.0023172838207010326,0.44792945393721817,4.962348075215356e-18,0.012448974568196351,0.6169660796988611,0.06416248804042053,0.8420667357756951,0.6061691393034233,0.8137489775257126,0.5858400521391417,0.05139486017189525,0.25393863731976996,0.9520485243548394,0.5654966123754852,1.0530159206040145e-13,0.0005916457774283082,0.29761216672167834,4.519978749127788e-15,0.0005511845302693428,0.4387756244761291,3.564218794919802e-11,0.011561851588949488,0.48170458944736017,3.2274864793816566e-16,0.010299237118777275,0.5486448712830392,0.788806919215018,0.9576577671583799,0.9215144329428858,0.9521321377586974,7.623419556572704e-08,1.7309382284384562e-06,4.75557153029311e-06,1.8344595311474567e-05,0.82879015165727,0.762588368906856
Fix_a_a_EY,0.1264011137442405,0.623840347099165,0.653350144382526,0.7539418760893994,0.6564205078755825,0.00017630982522130403,7.422565341678008e-18,0.9832297735060274,6.632861107697416e-05,1.4851238188982051e-15,0.7634935237373279,0.00041400841879117865,6.831729087846088e-14,0.33989932907241677,0.00010846121327468959,8.33179888322284e-12,0.7441828807758362,0.0006933500254037749,,0.4556092240653377,0.0012235117423698423,1.2314811419080435e-28,0.6745516455463653,0.0036854335311385373,2.520180145871318e-19,0.8420667357756951,0.0011522420479408782,4.840633818588331e-19,0.8502076823503395,0.007295653292287824,0.000941233671056891,0.0015762639002337528,0.0031802920571017547,0.0015622922838987418,0.0010772706873018103,0.04935461782177554,0.5486448712830392,0.8420667357756951,0.00034710347644590527,7.35414405636991e-11,0.4216602194112761,0.0006987693380682445,1.465568875853625e-12,0.432392311245658,3.694834433367653e-05,1.0730994687622493e-07,0.9544975949300458,0.0006980946265280877,6.065653821862238e-07,0.3047717040840888,0.7117780387301025,0.977366438064778,0.8955671784250531,0.815077623351368,0.006178071856276882,0.020195059513950522,0.02171450588814688,0.006463104459485123,0.995607242708129,0.9693113461012156
Fix_a_a_MO,0.819912939415883,0.2536056520352376,0.29564079946673744,0.32889995179001835,0.16858807798200143,0.1675079296107471,0.9192047962347447,8.897941291980659e-20,0.27545528693338056,0.8827392171243158,1.486627670352008e-12,0.15614992200665112,0.6805097118966081,8.596365834816579e-08,0.19125513387231644,0.3296726834656413,4.1908767102015165e-13,0.2987535640112457,0.4556092240653377,,0.36377226226026416,0.5251309224910998,1.0979978807785382e-18,0.25817420115531703,0.8420667357756951,1.4484642367411944e-13,0.2573010094753792,0.9857764415894944,2.5358584276665887e-17,0.9203887008039628,0.15740094728067647,0.1998700543999263,0.3704539950474755,0.27092951087280426,0.027285966084907718,0.7740381039460823,0.647687234761975,0.762588368906856,0.2426666865102723,0.9036411065109198,1.9141513681000155e-11,0.5221754549391104,0.9204744492863836,9.318859394956864e-09,0.22656488964429747,0.751604163568842,1.5812424817657178e-09,0.30550167198032285,0.3114404705182531,2.359224917367643e-06,0.8192239001844952,0.8199320971561976,0.6467144215968369,0.6219251369357187,0.48164048751185046,0.5099768465096782,0.6036503896908831,0.7934768104190879,0.6483860978991169,0.5932089953402734
