Feature,VIF
Dwell_a_d_BG,73.12291974046381
Dwell_a_d_EY,48.03811586615065
Dwell_a_a_BG,26.53071096298141
Dwell_a_a_EY,37.83172655299339
Dwell_c_d_BG,26.65726509141938
Dwell_c_a_BG,35.74948487769243
pctFirstFixa_aEY,11.042398692471844
pctFirstFixa_aMO,1.390145154553848
pctFirstFixc_aBG,11.623819606981852
pctFirstFixa_dEY,18.508173497020213
pctFirstFixa_dBG,21.312470028656506
pctFirstFixc_dBG,15.64525204916215
