Feature_1,Feature_2,r,p_uncorrected,p_fdr,significant
Dwell_a_d_BG,Dwell_a_d_EY,-0.56349817376728,3.7226801028471336e-05,6.299920174048995e-05,True
Dwell_a_d_BG,Dwell_a_a_BG,0.9590086380223656,2.796991839339759e-26,1.846014613964241e-24,True
Dwell_a_d_BG,Dwell_a_a_EY,-0.5948862744437722,1.034794557084002e-05,2.2031109925014237e-05,True
Dwell_a_d_BG,Dwell_c_d_BG,0.946658790325588,9.196000384974926e-24,2.0231200846944837e-22,True
Dwell_a_d_BG,Dwell_c_a_BG,0.9458436527595238,1.2825055850220035e-23,2.1161342152863057e-22,True
Dwell_a_d_BG,pctFirstFixa_aEY,-0.5160690370285511,0.00020483935511611363,0.0002876467539928404,True
Dwell_a_d_BG,pctFirstFixa_aMO,-0.14851975836755957,0.31909372578677986,0.33428866510995986,False
Dwell_a_d_BG,pctFirstFixc_aBG,0.7594852101081544,6.06352137188207e-10,1.819056411564621e-09,True
Dwell_a_d_BG,pctFirstFixa_dEY,-0.5179142061456771,0.0001925823575252494,0.0002865093074611137,True
Dwell_a_d_BG,pctFirstFixa_dBG,0.8862789519067331,1.2034103462530516e-16,9.928135356587675e-16,True
Dwell_a_d_BG,pctFirstFixc_dBG,0.8450647572833697,8.054632929235827e-14,4.4300481110797047e-13,True
Dwell_a_d_EY,Dwell_a_a_BG,-0.5651039003275928,3.497641884936275e-05,6.074851694889319e-05,True
Dwell_a_d_EY,Dwell_a_a_EY,0.9388309708923825,1.8437771946060604e-22,2.4337858968799997e-21,True
Dwell_a_d_EY,Dwell_c_d_BG,-0.5549648779206737,5.1575385014636235e-05,8.509938527414979e-05,True
Dwell_a_d_EY,Dwell_c_a_BG,-0.5169017896950447,0.00019922256594048028,0.0002865093074611137,True
Dwell_a_d_EY,pctFirstFixa_aEY,0.6710655524190217,2.4424046765881293e-07,5.970322542770982e-07,True
Dwell_a_d_EY,pctFirstFixa_aMO,-0.18845979820777617,0.20457375035377418,0.22990210426569563,False
Dwell_a_d_EY,pctFirstFixc_aBG,-0.5889692342855792,1.3308152185382454e-05,2.6616304370764907e-05,True
Dwell_a_d_EY,pctFirstFixa_dEY,0.82345652717341,1.1948237854330765e-12,4.638727637563709e-12,True
Dwell_a_d_EY,pctFirstFixa_dBG,-0.5758507221060895,2.284829829169503e-05,4.188854686810756e-05,True
Dwell_a_d_EY,pctFirstFixc_dBG,-0.6140795140584867,4.4162512964118095e-06,1.005077881252343e-05,True
Dwell_a_a_BG,Dwell_a_a_EY,-0.5769275516767027,2.1875857481256613e-05,4.125161696465533e-05,True
Dwell_a_a_BG,Dwell_c_d_BG,0.9161317549797683,1.7568175525006197e-19,1.9324993077506818e-18,True
Dwell_a_a_BG,Dwell_c_a_BG,0.894782803341054,2.295988274094209e-17,2.1647889441459684e-16,True
Dwell_a_a_BG,pctFirstFixa_aEY,-0.502690792880891,0.000317101951169209,0.00041036723092485874,True
Dwell_a_a_BG,pctFirstFixa_aMO,-0.18781460575106876,0.20615620686910696,0.22990210426569563,False
Dwell_a_a_BG,pctFirstFixc_aBG,0.7414284432799363,2.506213696851064e-09,6.8920876663404265e-09,True
Dwell_a_a_BG,pctFirstFixa_dEY,-0.5186267062256589,0.00018803034577170112,0.0002865093074611137,True
