Feature_1,Feature_2,p_fdr
Fix_a_d_BG,pctFirstFixc_aMO,0.32523181357622455
Fix_a_d_BG,pctFirstFixc_aBG,5.961446198817609e-11
Fix_a_d_BG,pctFirstFixa_dEY,0.0017670789599147476
Fix_a_d_BG,pctFirstFixa_dMO,0.4151174207819009
Fix_a_d_BG,pctFirstFixa_dBG,4.337525188014377e-18
Fix_a_d_BG,pctFirstFixc_dEY,0.014195397130963846
Fix_a_d_BG,pctFirstFixc_dMO,0.7104007965841602
Fix_a_d_BG,pctFirstFixc_dBG,2.0033276617313347e-17
Fix_a_d_BG,meanRT-a_a,0.9394680239716562
Fix_a_d_BG,meanRT-c_a,0.9836001042804521
Fix_a_d_BG,meanRT-a_d,0.8316206975708251
Fix_a_d_BG,meanRT-c_d,0.8427211877643864
Fix_a_d_BG,msTotal.a_a,0.029242784650100783
Fix_a_d_BG,msTotal.a_c,0.24781801719109056
Fix_a_d_BG,msTotal.d_a,0.8710153692064719
Fix_a_d_BG,msTotal.d_c,0.5077847114828169
Fix_a_d_BG,pctOffscreen.a_a,0.4907854403150231
Fix_a_d_BG,pctOffscreen.a_c,0.8164641011431211
Fix_a_d_BG,pctOffscreen.d_a,0.956194586246404
Fix_a_d_BG,pctOffscreen.d_c,0.7673814672539668
Fix_a_d_BG,pctOnBackground.a_a,1.3853321077972433e-05
Fix_a_d_BG,pctOnBackground.a_c,1.671344974321772e-05
Fix_a_d_BG,pctOnBackground.d_a,6.344279899922429e-05
Fix_a_d_BG,pctOnBackground.d_c,0.0002685725342980803
Fix_a_d_BG,pctSamplesOffscreenL,0.5079947491022716
Fix_a_d_BG,pctSamplesOffscreenR,0.45517658060166033
Fix_a_d_BG,ARI_6_P,0.07244806626969282
Fix_a_d_BG,SCARED_P,0.08621156098691775
Fix_a_d_EY,Fix_a_d_MO,0.711263196938378
Fix_a_d_EY,Fix_a_a_BG,0.0020592436542252626
Fix_a_d_EY,Fix_a_a_EY,1.5012085310944413e-27
Fix_a_d_EY,Fix_a_a_MO,0.5763728163406433
Fix_a_d_EY,Fix_c_d_BG,0.0020610789081710293
Fix_a_d_EY,Fix_c_d_EY,1.6940118568968247e-20
Fix_a_d_EY,Fix_c_d_MO,0.9057561787383331
