Type,Feature_1,Feature_2,r,p_fdr,significant
feature-feature,Fix_a_a_BG,Fix_c_d_BG,0.8717053013706494,3.0246301494260887e-17,True
feature-feature,Fix_a_a_BG,Fix_c_d_EY,-0.3829569173549568,0.012626178393467517,True
feature-feature,Fix_a_a_BG,Fix_c_a_BG,0.8219429975205595,8.194346903533027e-14,True
feature-feature,Fix_a_a_BG,Fix_c_a_EY,-0.4370682262599912,0.0029962408857818206,True
feature-feature,Fix_a_a_BG,Dwell_a_d_BG,0.9145695016330306,1.5430684504001092e-21,True
feature-feature,Fix_a_a_BG,Dwell_a_d_EY,-0.5753121956899211,2.033917888234368e-05,True
feature-feature,Fix_a_a_BG,Dwell_a_a_BG,0.9302919195336032,9.255400385992553e-24,True
feature-feature,Fix_a_a_BG,Dwell_a_a_EY,-0.5969528052633466,7.347120916079939e-06,True
feature-feature,Fix_a_a_BG,Dwell_c_d_BG,0.8957777718315577,2.1480317359723009e-19,True
feature-feature,Fix_a_a_BG,Dwell_c_d_EY,-0.5083595142595433,0.00031263096781635846,True
feature-feature,Fix_a_a_BG,Dwell_c_a_BG,0.89505697899868,2.461849186908396e-19,True
feature-feature,Fix_a_a_BG,Dwell_c_a_EY,-0.5202821197656323,0.0002048731229392517,True
feature-feature,Fix_a_a_BG,pctFirstFixa_aEY,-0.47889965450123306,0.0008504671398622711,True
feature-feature,Fix_a_a_BG,pctFirstFixa_aBG,0.8083960538209238,4.5413276980916427e-13,True
feature-feature,Fix_a_a_BG,pctFirstFixc_aEY,-0.38006609746940667,0.013557959392391827,True
feature-feature,Fix_a_a_BG,pctFirstFixc_aBG,0.7549165305840492,1.3776289763357926e-10,True
feature-feature,Fix_a_a_BG,pctFirstFixa_dEY,-0.47657126313968895,0.0009096247712202139,True
feature-feature,Fix_a_a_BG,pctFirstFixa_dBG,0.831430923841399,2.2416954120462812e-14,True
feature-feature,Fix_a_a_BG,pctFirstFixc_dEY,-0.3927220442325005,0.009980136408320593,True
feature-feature,Fix_a_a_BG,pctFirstFixc_dBG,0.8481260045229535,1.867901390894111e-15,True
feature-feature,Fix_a_a_BG,msTotal.a_a,-0.3162658221120456,0.05272288024753861,True
feature-feature,Fix_a_a_BG,pctOnBackground.a_a,0.6640922415168583,1.5919281245877387e-07,True
feature-feature,Fix_a_a_BG,pctOnBackground.a_c,0.6215045865377333,2.0464405327233213e-06,True
feature-feature,Fix_a_a_BG,pctOnBackground.d_a,0.600403979138262,6.223776161802743e-06,True
feature-feature,Fix_a_a_BG,pctOnBackground.d_c,0.5671152161379935,2.964041999101775e-05,True
feature-feature,Fix_a_a_BG,ARI_6_P,0.3286481957142245,0.041210153192749024,True
feature-feature,Fix_a_a_BG,SCARED_P,0.29428120774338623,0.0799910081034941,True
feature-feature,Fix_a_a_EY,Fix_c_d_BG,-0.4613006693946306,0.0014601412601338121,True
feature-feature,Fix_a_a_EY,Fix_c_d_EY,0.8869532455436397,1.3371518023208682e-18,True
feature-feature,Fix_a_a_EY,Fix_c_a_BG,-0.42363102729329954,0.004484029389648167,True
feature-feature,Fix_a_a_EY,Fix_c_a_EY,0.8913826592517062,5.353258120131297e-19,True
feature-feature,Fix_a_a_EY,Dwell_a_d_BG,-0.54059857606175,9.118273670375439e-05,True
feature-feature,Fix_a_a_EY,Dwell_a_d_EY,0.8424237625249189,4.493817381366744e-15,True
feature-feature,Fix_a_a_EY,Dwell_a_a_BG,-0.5155611334771609,0.0002434888514034886,True
feature-feature,Fix_a_a_EY,Dwell_a_a_EY,0.8748714142908542,1.6845081359040262e-17,True
feature-feature,Fix_a_a_EY,Dwell_c_d_BG,-0.5284961859628667,0.00014958205180421263,True
feature-feature,Fix_a_a_EY,Dwell_c_d_EY,0.7767463124183377,1.5547491729557296e-11,True
feature-feature,Fix_a_a_EY,Dwell_c_a_BG,-0.4912879019530132,0.0005644524016770681,True
feature-feature,Fix_a_a_EY,Dwell_c_a_EY,0.8139816765577441,2.2914679094265543e-13,True
feature-feature,Fix_a_a_EY,pctFirstFixa_aEY,0.751019430019352,1.9490823784958525e-10,True
feature-feature,Fix_a_a_EY,pctFirstFixa_aBG,-0.49525005466033273,0.0004947442938741588,True
feature-feature,Fix_a_a_EY,pctFirstFixc_aEY,0.6612063111678306,1.9100288414723e-07,True
feature-feature,Fix_a_a_EY,pctFirstFixc_aBG,-0.5556859990982663,4.944867271630579e-05,True
feature-feature,Fix_a_a_EY,pctFirstFixa_dEY,0.7951468822496353,2.170804101062055e-12,True
feature-feature,Fix_a_a_EY,pctFirstFixa_dBG,-0.4750517327508259,0.0009551423449212223,True
feature-feature,Fix_a_a_EY,pctFirstFixc_dEY,0.6366332450729971,8.681607053620854e-07,True
feature-feature,Fix_a_a_EY,pctFirstFixc_dBG,-0.4745725591792595,0.000968960271954259,True
feature-feature,Fix_a_a_EY,meanRT-a_a,0.47790640537568113,0.0008765869066860079,True
feature-feature,Fix_a_a_EY,meanRT-c_a,0.435580122417724,0.0031258870273770667,True
feature-feature,Fix_a_a_EY,meanRT-a_d,0.4611858746381094,0.0014621593289911809,True
feature-feature,Fix_a_a_EY,meanRT-c_d,0.4621542287166719,0.001429058405509001,True
feature-feature,Fix_a_a_EY,msTotal.a_a,0.46568586045963845,0.0012753885603343916,True
feature-feature,Fix_a_a_EY,msTotal.a_c,0.3158806562345164,0.05307788023960481,True
feature-feature,Fix_a_a_EY,pctOnBackground.a_a,-0.4028143032852049,0.007776670696501735,True
feature-feature,Fix_a_a_EY,pctOnBackground.a_c,-0.35982117314302003,0.021759112683993883,True
feature-feature,Fix_a_a_EY,pctOnBackground.d_a,-0.35077704405817756,0.026235008597152245,True
feature-feature,Fix_a_a_EY,pctOnBackground.d_c,-0.4013616126082924,0.00808754623244566,True
feature-feature,Fix_a_a_EY,SCARED_P,-0.40002160095740535,0.008328499332888996,True
feature-feature,Fix_a_a_MO,Fix_c_d_MO,0.8741468354976922,1.9258771357106043e-17,True
feature-feature,Fix_a_a_MO,Fix_c_a_MO,0.8235453487795278,6.723518679897814e-14,True
feature-feature,Fix_a_a_MO,Dwell_a_d_MO,0.7923762529519034,2.930850151068099e-12,True
feature-feature,Fix_a_a_MO,Dwell_a_a_MO,0.8909935595202425,5.661908655594003e-19,True
feature-feature,Fix_a_a_MO,Dwell_c_d_MO,0.8070826913943735,5.291546282056604e-13,True
feature-feature,Fix_a_a_MO,Dwell_c_a_MO,0.678940398741241,5.910383982110856e-08,True
feature-feature,Fix_a_a_MO,pctFirstFixa_aMO,0.7666645362410531,4.4459416214735744e-11,True
feature-feature,Fix_a_a_MO,pctFirstFixc_aMO,0.721300265769672,2.480357097491633e-09,True
feature-feature,Fix_a_a_MO,pctFirstFixa_dMO,0.6982049929187554,1.518293698313354e-08,True
feature-feature,Fix_a_a_MO,pctFirstFixc_dMO,0.6149154869977346,2.9442122740544388e-06,True
feature-feature,Fix_a_a_MO,msTotal.a_a,0.34717585643349025,0.028515642893854908,True
feature-feature,Fix_c_d_BG,Fix_c_d_EY,-0.3901123083040541,0.01061275456832889,True
feature-feature,Fix_c_d_BG,Fix_c_a_BG,0.9471952030086059,1.0353540567790768e-26,True
feature-feature,Fix_c_d_BG,Fix_c_a_EY,-0.417713501454638,0.005274067819357451,True
feature-feature,Fix_c_d_BG,Dwell_a_d_BG,0.8510165391854533,1.1877319551262265e-15,True
feature-feature,Fix_c_d_BG,Dwell_a_d_EY,-0.5533007325083004,5.45462519266556e-05,True
feature-feature,Fix_c_d_BG,Dwell_a_a_BG,0.7887700077614891,4.374517197838313e-12,True
feature-feature,Fix_c_d_BG,Dwell_a_a_EY,-0.5735093899891565,2.2040522194909224e-05,True
feature-feature,Fix_c_d_BG,Dwell_c_d_BG,0.9186879702965487,4.594052642851849e-22,True
feature-feature,Fix_c_d_BG,Dwell_c_d_EY,-0.5117496875031081,0.00027840657812008043,True
feature-feature,Fix_c_d_BG,Dwell_c_a_BG,0.9094041528833852,6.152037311337921e-21,True
feature-feature,Fix_c_d_BG,Dwell_c_a_EY,-0.5102846772306492,0.0002941975898335069,True
feature-feature,Fix_c_d_BG,pctFirstFixa_aEY,-0.4061449986398666,0.007130040259805943,True
feature-feature,Fix_c_d_BG,pctFirstFixa_aBG,0.6248571280317267,1.7024305083610843e-06,True
feature-feature,Fix_c_d_BG,pctFirstFixc_aEY,-0.3508985759575663,0.026206297502367835,True
feature-feature,Fix_c_d_BG,pctFirstFixc_aBG,0.7595718485690497,8.859019324760608e-11,True
feature-feature,Fix_c_d_BG,pctFirstFixa_dEY,-0.4381496227009435,0.0029156862041498748,True
feature-feature,Fix_c_d_BG,pctFirstFixa_dBG,0.7777871418989408,1.4064510742378013e-11,True
feature-feature,Fix_c_d_BG,pctFirstFixc_dEY,-0.39460232902053194,0.009532576682022877,True
feature-feature,Fix_c_d_BG,pctFirstFixc_dBG,0.9091349318649231,6.4889223986198604e-21,True
feature-feature,Fix_c_d_BG,msTotal.a_a,-0.35457093867518386,0.024549007425468738,True
feature-feature,Fix_c_d_BG,pctOnBackground.a_a,0.5773091299947253,1.8653052664931226e-05,True
feature-feature,Fix_c_d_BG,pctOnBackground.a_c,0.5571802690182425,4.633506753660195e-05,True
feature-feature,Fix_c_d_BG,pctOnBackground.d_a,0.525850771160789,0.00016599169244404873,True
feature-feature,Fix_c_d_BG,pctOnBackground.d_c,0.5198889578551068,0.00020752482691837603,True
feature-feature,Fix_c_d_BG,ARI_6_P,0.2818168406788764,0.0993297288546231,True
feature-feature,Fix_c_d_EY,Fix_c_a_BG,-0.31926085325977893,0.049624495367218496,True
feature-feature,Fix_c_d_EY,Fix_c_a_EY,0.9234987311229663,1.0133557985715971e-22,True
feature-feature,Fix_c_d_EY,Dwell_a_d_BG,-0.4568582686364331,0.0016635887756038836,True
feature-feature,Fix_c_d_EY,Dwell_a_d_EY,0.7770341386944005,1.5168425268721037e-11,True
feature-feature,Fix_c_d_EY,Dwell_a_a_BG,-0.4222864508137415,0.004649276422750768,True
feature-feature,Fix_c_d_EY,Dwell_a_a_EY,0.7467174660712829,2.8477781045347053e-10,True
feature-feature,Fix_c_d_EY,Dwell_c_d_BG,-0.4525134292480048,0.001888687545551528,True
feature-feature,Fix_c_d_EY,Dwell_c_d_EY,0.8389082167919939,7.682663434322059e-15,True
feature-feature,Fix_c_d_EY,Dwell_c_a_BG,-0.40950007255557613,0.006526659512129354,True
feature-feature,Fix_c_d_EY,Dwell_c_a_EY,0.7918094700631906,3.1107417248808738e-12,True
feature-feature,Fix_c_d_EY,pctFirstFixa_aEY,0.7409904824515601,4.682628313318938e-10,True
feature-feature,Fix_c_d_EY,pctFirstFixa_aBG,-0.4159621398726553,0.00549395414484624,True
feature-feature,Fix_c_d_EY,pctFirstFixc_aEY,0.7441159052198759,3.5290721335171786e-10,True
feature-feature,Fix_c_d_EY,pctFirstFixc_aBG,-0.4630233128505201,0.0013906997512682668,True
feature-feature,Fix_c_d_EY,pctFirstFixa_dEY,0.8622549852119438,1.752352347354247e-16,True
feature-feature,Fix_c_d_EY,pctFirstFixa_dBG,-0.45745154962496126,0.001634735087590134,True
feature-feature,Fix_c_d_EY,pctFirstFixc_dEY,0.8083988155265334,4.5413276980916427e-13,True
feature-feature,Fix_c_d_EY,pctFirstFixc_dBG,-0.44095930557174634,0.0026845693403942028,True
feature-feature,Fix_c_d_EY,meanRT-a_a,0.33820393109213437,0.03437714009780745,True
feature-feature,Fix_c_d_EY,meanRT-c_a,0.3467854077477285,0.028731216910292026,True
feature-feature,Fix_c_d_EY,meanRT-a_d,0.33059690277810766,0.0401192733771554,True
feature-feature,Fix_c_d_EY,meanRT-c_d,0.39267037227936624,0.009980136408320593,True
feature-feature,Fix_c_d_EY,msTotal.a_a,0.4659740291528596,0.0012675412291322402,True
feature-feature,Fix_c_d_EY,msTotal.a_c,0.35311725181640297,0.025190561910816294,True
feature-feature,Fix_c_d_EY,pctOnBackground.a_a,-0.38196808312552416,0.01291285544475442,True
feature-feature,Fix_c_d_EY,pctOnBackground.a_c,-0.3574563674179108,0.022947022222480674,True
feature-feature,Fix_c_d_EY,pctOnBackground.d_a,-0.3293249582461784,0.04100883855776875,True
feature-feature,Fix_c_d_EY,pctOnBackground.d_c,-0.4156433436546658,0.005521339774387485,True
feature-feature,Fix_c_d_MO,Fix_c_a_MO,0.8483354538406933,1.8469875277860474e-15,True
feature-feature,Fix_c_d_MO,Dwell_a_d_MO,0.8093412707503204,4.155298450858479e-13,True
feature-feature,Fix_c_d_MO,Dwell_a_a_MO,0.7493463892694499,2.259998107475641e-10,True
feature-feature,Fix_c_d_MO,Dwell_c_d_MO,0.9480426695577568,7.225483738019398e-27,True
feature-feature,Fix_c_d_MO,Dwell_c_a_MO,0.7295284183365561,1.274728033654533e-09,True
feature-feature,Fix_c_d_MO,pctFirstFixa_aMO,0.7492554373069098,2.2661684426599926e-10,True
feature-feature,Fix_c_d_MO,pctFirstFixc_aMO,0.6976418606722196,1.5767572253464086e-08,True
feature-feature,Fix_c_d_MO,pctFirstFixa_dMO,0.7815866724577551,9.496092508612229e-12,True
feature-feature,Fix_c_d_MO,pctFirstFixc_dMO,0.8231522980119781,7.041037709377494e-14,True
feature-feature,Fix_c_d_MO,msTotal.a_a,0.2894870705415722,0.08685138499057095,True
feature-feature,Fix_c_a_BG,Fix_c_a_EY,-0.3669972984151237,0.01850480182777628,True
feature-feature,Fix_c_a_BG,Dwell_a_d_BG,0.8135781917649534,2.397428169489531e-13,True
feature-feature,Fix_c_a_BG,Dwell_a_d_EY,-0.5023775048114862,0.0003832616338874993,True
feature-feature,Fix_c_a_BG,Dwell_a_a_BG,0.7243204442476217,1.9525678644871086e-09,True
feature-feature,Fix_c_a_BG,Dwell_a_a_EY,-0.525757435402967,0.00016609040481659282,True
feature-feature,Fix_c_a_BG,Dwell_c_d_BG,0.8474453292435494,2.0683050384406208e-15,True
feature-feature,Fix_c_a_BG,Dwell_c_d_EY,-0.43709379526082426,0.0029962408857818206,True
feature-feature,Fix_c_a_BG,Dwell_c_a_BG,0.9112837250037872,3.83161013676003e-21,True
feature-feature,Fix_c_a_BG,Dwell_c_a_EY,-0.46079145636947044,0.001478207556817517,True
feature-feature,Fix_c_a_BG,pctFirstFixa_aEY,-0.36821885479588684,0.018000268981592026,True
feature-feature,Fix_c_a_BG,pctFirstFixa_aBG,0.5797085130120284,1.6760218579114493e-05,True
feature-feature,Fix_c_a_BG,pctFirstFixc_aEY,-0.3460143200971256,0.02909297557269704,True
feature-feature,Fix_c_a_BG,pctFirstFixc_aBG,0.7942136041223947,2.4092261865520527e-12,True
feature-feature,Fix_c_a_BG,pctFirstFixa_dEY,-0.37026542251487715,0.01714895503651189,True
feature-feature,Fix_c_a_BG,pctFirstFixa_dBG,0.7463912635370352,2.919398436971272e-10,True
feature-feature,Fix_c_a_BG,pctFirstFixc_dEY,-0.3243790612983165,0.04474965300544613,True
feature-feature,Fix_c_a_BG,pctFirstFixc_dBG,0.8456264651013318,2.7622971931852496e-15,True
feature-feature,Fix_c_a_BG,pctOnBackground.a_a,0.5153863951825779,0.00024443524687962556,True
feature-feature,Fix_c_a_BG,pctOnBackground.a_c,0.5331445652217384,0.0001236816677221273,True
feature-feature,Fix_c_a_BG,pctOnBackground.d_a,0.48424014775536073,0.0007102846133081017,True
feature-feature,Fix_c_a_BG,pctOnBackground.d_c,0.46699304682267784,0.0012380553362024613,True
feature-feature,Fix_c_a_BG,ARI_6_P,0.3289793441344556,0.04104410023475328,True
feature-feature,Fix_c_a_EY,Dwell_a_d_BG,-0.5013140513581039,0.0003969910769940464,True
feature-feature,Fix_c_a_EY,Dwell_a_d_EY,0.7958578116875848,2.0081216940283807e-12,True
feature-feature,Fix_c_a_EY,Dwell_a_a_BG,-0.4724740344500292,0.001035426012550592,True
feature-feature,Fix_c_a_EY,Dwell_a_a_EY,0.7635997111802495,5.961446198817609e-11,True
feature-feature,Fix_c_a_EY,Dwell_c_d_BG,-0.48762868826450484,0.0006358409045589701,True
feature-feature,Fix_c_a_EY,Dwell_c_d_EY,0.8242386054416138,6.151350092561566e-14,True
feature-feature,Fix_c_a_EY,Dwell_c_a_BG,-0.4496381267039881,0.0020592436542252626,True
feature-feature,Fix_c_a_EY,Dwell_c_a_EY,0.8716247915023532,3.030602284922623e-17,True
feature-feature,Fix_c_a_EY,pctFirstFixa_aEY,0.6987685160103836,1.4618490549415379e-08,True
feature-feature,Fix_c_a_EY,pctFirstFixa_aBG,-0.47357045453395596,0.0010013553751871817,True
feature-feature,Fix_c_a_EY,pctFirstFixc_aEY,0.8168990814805661,1.559066179883389e-13,True
feature-feature,Fix_c_a_EY,pctFirstFixc_aBG,-0.508571605481289,0.0003109760935425223,True
feature-feature,Fix_c_a_EY,pctFirstFixa_dEY,0.8517308840950896,1.0639121304053915e-15,True
feature-feature,Fix_c_a_EY,pctFirstFixa_dBG,-0.4781220865034109,0.0008721996247307292,True
feature-feature,Fix_c_a_EY,pctFirstFixc_dEY,0.7271224749344061,1.5444268391037467e-09,True
feature-feature,Fix_c_a_EY,pctFirstFixc_dBG,-0.458100671729303,0.0016033059949222062,True
feature-feature,Fix_c_a_EY,meanRT-a_a,0.29304726337120135,0.08162384845384085,True
feature-feature,Fix_c_a_EY,meanRT-c_a,0.36254141452432215,0.020480197165373863,True
feature-feature,Fix_c_a_EY,meanRT-c_d,0.32346775784259973,0.04543695005231998,True
feature-feature,Fix_c_a_EY,msTotal.a_a,0.43755509448628754,0.0029642574376447153,True
feature-feature,Fix_c_a_EY,pctOnBackground.a_a,-0.418906904903623,0.005112342747684495,True
feature-feature,Fix_c_a_EY,pctOnBackground.a_c,-0.4160717383270182,0.005489827726478435,True
feature-feature,Fix_c_a_EY,pctOnBackground.d_a,-0.4103798661058306,0.006375406239454793,True
feature-feature,Fix_c_a_EY,pctOnBackground.d_c,-0.4620060508089066,0.001432654857083274,True
feature-feature,Fix_c_a_EY,SCARED_P,-0.3057374443990025,0.06455578390428099,True
feature-feature,Fix_c_a_MO,Dwell_a_d_MO,0.8426125049395365,4.408439296392648e-15,True
feature-feature,Fix_c_a_MO,Dwell_a_a_MO,0.80879792457322,4.3838460465433985e-13,True
feature-feature,Fix_c_a_MO,Dwell_c_d_EY,-0.2946786560815969,0.07960347268708722,True
feature-feature,Fix_c_a_MO,Dwell_c_d_MO,0.8597648108827496,2.6655463149803613e-16,True
feature-feature,Fix_c_a_MO,Dwell_c_a_MO,0.9249108005395555,6.414708466587535e-23,True
feature-feature,Fix_c_a_MO,pctFirstFixa_aMO,0.6839778191357014,4.166500799431482e-08,True
feature-feature,Fix_c_a_MO,pctFirstFixc_aMO,0.8917783034276365,5.058884274986208e-19,True
feature-feature,Fix_c_a_MO,pctFirstFixa_dMO,0.8365060346061114,1.092759859673441e-14,True
feature-feature,Fix_c_a_MO,pctFirstFixc_dMO,0.7914941369695825,3.204939428236822e-12,True
feature-feature,Dwell_a_d_BG,Dwell_a_d_EY,-0.5763750510585463,1.9380946665989374e-05,True
feature-feature,Dwell_a_d_BG,Dwell_a_a_BG,0.9379813772239303,5.351304123531968e-25,True
